"FIA.ID","Common.name","Family","Genus","Species","Species.group","Wood.specific.gravity","Bark.specific.gravity","Bark.specific.gravity.source","Stump.volume.equation","autocode"
251,"California nutmeg","Taxaceae","Torreya","californica","tf",NA,NA,NA,NA,"TOCA"
260,"hemlock","Pinaceae","Tsuga","spp.","tf",0.380000305175781,0.340000305175781,NA,261,"TSSP"
261,"eastern hemlock","Pinaceae","Tsuga","canadensis","tf",0.380000305175781,0.340000305175781,NA,261,"TSCA"
262,"Carolina hemlock","Pinaceae","Tsuga","caroliniana","tf",0.380000305175781,0.340000305175781,NA,261,"TSCA"
263,"Western hemlock","Pinaceae","Tsuga","heterophylla","tf",0.420000305175781,NA,NA,NA,"TSHE"
264,"Mountain hemlock","Pinaceae","Tsuga","mertensiana","tf",0.420000305175781,NA,NA,NA,"TSME"
290,"timber tree","Mimosaceae","Albizia","falcataria (Hawaii)","wo",NA,NA,NA,NA,"ALFA"
300,"acacia","various","Acacia","spp.","wo",0.600000305175781,0.5,NA,316,"ACSP"
302,"yellow paloverde","Caesalpinaceae","Cercidium","microphyllum","wo",NA,NA,NA,NA,"CEMI"
303,"Australian blackwood","Fabaceae","Acacia","melanoxylon (Hawaii)","wo",NA,NA,NA,NA,"ACME"
304,"prickly acacia","Fabaceae","Acacia","nilotica (India)","wo",NA,NA,NA,NA,"ACNI"
305,"earleaf acacia","Leguminosae","Acacia","auriculiformis (Thailand)","wo",NA,NA,NA,NA,"ACAU"
306,"mangium","Fabaceae","Acacia","mangium (Hawaii)","wo",NA,NA,NA,NA,"ACMA"
307,"black wattle","Fabaceae","Acacia","mearnsii (Hawaii)","wo",NA,NA,NA,NA,"ACME"
308,"willow acacia","Fabaceae","Acacia","salicina","wo",NA,NA,NA,NA,"ACSA"
309,"black cutch","Fabaceae","Acacia","catechu (India)","wo",NA,NA,NA,NA,"ACCA"
310,"Australian pine","Casuarinaceae","Casuarina","equisetifolia (Hawaii)","wo",NA,NA,NA,NA,"CAEQ"
311,"Florida maple","Aceraceae","Acer","barbatum","mb",0.540000305175781,0.640000610351563,NA,318,"ACBA"
312,"Bigleaf maple","Aceraceae","Acer","macrophyllum","mb",0.440000305175781,NA,NA,NA,"ACMA"
313,"boxelder","Aceraceae","Acer","negundo","mb",0.440000305175781,0.5,NA,970,"ACNE"
314,"black maple","Aceraceae","Acer","nigrum","mo",0.520000305175781,0.640000610351563,NA,316,"ACNI"
315,"striped maple","Aceraceae","Acer","pensylvanicum","mb",0.440000305175781,0.450000305175781,NA,316,"ACPE"
316,"red maple","Aceraceae","Acer","rubrum","mb",0.490000305175781,0.5805,36,316,"ACRU"
317,"silver maple","Aceraceae","Acer","saccharinum","mb",0.440000305175781,0.580000305175781,NA,316,"ACSA"
318,"sugar maple","Aceraceae","Acer","saccharum","mo",0.560000305175781,0.635000305175781,93,318,"ACSA"
319,"mountain maple","Aceraceae","Acer","spicatum","mb",0.440000305175781,0.450000305175781,NA,316,"ACSP"
321,"Rocky Mountain maple","Aceraceae","Acer","glabrum","wo",0.440000305175781,0.450000305175781,NA,318,"ACGL"
322,"Bigtooth maple","Aceraceae","Acer","grandidentatum","wo",NA,NA,NA,NA,"ACGR"
330,"buckeye, horsechestnut","Hippocastanaceae","Aesculus","spp.","mh",0.330000305175781,0.5,NA,541,"AESP"
331,"Ohio buckeye","Hippocastanaceae","Aesculus","glabra","mh",0.330000305175781,0.5,NA,541,"AEGL"
332,"yellow buckeye","Hippocastanaceae","Aesculus","octandra","mh",0.330000305175781,0.5,NA,541,"AEOC"
333,"California buckeye","Hippocastanaceae","Aesculus","californica","mh",0.330000305175781,0.5,NA,541,"AECA"
334,"Texas buckeye","Hippocastanaceae","Aesculus","glabra var. arguta","mh",NA,NA,NA,NA,"AEGL"
335,"horsechestnut","Hippocastanaceae","Aesculus","indica (Himalayas)","mh",NA,NA,NA,NA,"AEIN"
341,"ailanthus","Simaroubaceae","Ailanthus","altissima","mh",0.330000305175781,0.450000305175781,NA,316,"AIAL"
351,"red alder","Betulaceae ","Alnus","spp.","aa",0.370000305175781,0.400000305175781,NA,316,"ALSP"
352,"White alder","Betulaceae ","Alnus","rhombifolia","aa",NA,NA,NA,NA,"ALRH"
353,"sitka alder","Betulaceae","Alnus","sinuata","aa",NA,NA,NA,NA,"ALSI"
355,"serviceberry","Rosaceae","Amelanchier","spp.","mh",0.660000610351563,0.450000305175781,NA,316,"AMSP"
361,"Pacific madrone","Ericaceae","Arbutus","menziesii","mh",NA,NA,NA,NA,"ARME"
367,"pawpaw","Annonaceae","Asimina","triloba","mh",0.470000305175781,0.450000305175781,NA,316,"ASTR"
370,"birch spp.","Betulaceae","Betula","spp.","mb",0.540000305175781,0.5,NA,371,"BESP"
371,"yellow birch","Betulaceae","Betula","alleghaniensis","mb",0.550000305175781,0.560000305175781,NA,371,"BEAL"
372,"sweet birch","Betulaceae","Betula","lenta","mb",0.600000305175781,0.670000610351563,36,371,"BELE"
373,"river birch","Betulaceae","Betula","nigra","mb",0.560000305175781,0.5,NA,371,"BENI"
374,"water birch","Betulaceae","Betula","occidentalis","mb",0.530000305175781,0.5,NA,371,"BEOC"
375,"paper birch","Betulaceae","Betula","papyrifera","mb",0.480000305175781,0.5,NA,375,"BEPA"
376,"Western paper birch","Betulaceae","Betula","papyrifera var. commutata","mb",NA,NA,NA,NA,"BEPA"
379,"gray birch","Betulaceae","Betula","populifolia","mb",0.450000305175781,0.5,NA,375,"BEPO"
381,"chittamwood, gum bumelia","Sapotaceae","Bumelia","lanuginosa","mh",0.470000305175781,0.450000305175781,NA,316,"BULA"
391,"American hornbeam, musclewood","Betulaceae","Carpinus","caroliniana","mh",0.580000305175781,0.450000305175781,NA,316,"CACA"
395,"lead tree","Fabaceae","Leucaena","leucocephala (Thailand)","mh",NA,NA,NA,NA,"LELE"
400,"hickory spp.","Juglandaceae","Carya","spp.","mo",0.620000305175781,0.5355,36,951,"CASP"
401,"water hickory","Juglandaceae","Carya","aquatica","mo",0.610000305175781,0.540000305175781,NA,951,"CAAQ"
402,"bitternut hickory","Juglandaceae","Carya","cordiformis","mo",0.600000305175781,0.540000305175781,NA,951,"CACO"
403,"pignut hickory","Juglandaceae","Carya","glabra","mo",0.660000610351563,0.540000305175781,NA,951,"CAGL"
404,"pecan","Juglandaceae","Carya","illinoensis","mo",0.600000305175781,0.540000305175781,NA,951,"CAIL"
405,"shellbark hickory","Juglandaceae","Carya","laciniosa","mo",0.620000305175781,0.540000305175781,NA,951,"CALA"
407,"shagbark hickory","Juglandaceae","Carya","ovata","mo",0.640000610351563,0.540000305175781,NA,951,"CAOV"
408,"black hickory","Juglandaceae","Carya","texana","mo",0.540000305175781,0.540000305175781,NA,951,"CATE"
409,"mockernut hickory","Juglandaceae","Carya","tomentosa","mo",0.640000610351563,0.540000305175781,NA,951,"CATO"
421,"American chestnut","Fagaceae","Castanea","dentata","mh",0.400000305175781,0.5,NA,316,"CADE"
422,"Allegheny chinkapin","Fagaceae","Castanea","pumila","mh",0.400000305175781,0.5,NA,316,"CAPU"
423,"Ozark chinkapin","Fagaceae","Castanea","ozarkensis","mh",0.400000305175781,0.5,NA,970,"CAOZ"
430,"chinkapin","Fagaceae","Castanopsis","spp.","mh",0.420000305175781,0.450000305175781,NA,316,"CASP"
431,"Golden chinkapin","Fagaceae","Castanopsis","chrysophylla","mh",NA,NA,NA,NA,"CACH"
450,"catalpa","Bignoniaceae","Catalpa","spp.","mh",0.380000305175781,0.5,NA,740,"CASP"
451,"southern catalpa","Bignoniaceae","Catalpa","bignonioides","mh",0.380000305175781,0.450000305175781,NA,316,"CABI"
452,"northern catalpa","Bignoniaceae","Catalpa","speciosa","mh",0.380000305175781,0.5,NA,740,"CASP"
460,"hackberry spp.","Ulmaceae","Celtis","spp.","mh",0.490000305175781,0.5,NA,371,"CESP"
461,"sugarberry","Ulmaceae","Celtis","laevigata","mh",0.470000305175781,0.5,NA,371,"CELA"
462,"hackberry","Ulmaceae","Celtis","occidentalis","mh",0.490000305175781,0.5,NA,371,"CEOC"
471,"eastern redbud","Leguminosae","Ceriss","canadensis","mh",0.580000305175781,0.5,NA,316,"CECA"
475,"Curlleaf mountain-mahogany","Rosaceae","Cercocarpus","ledifolius","wo",NA,NA,NA,NA,"CELE"
476,"True mountain-mahogany","Rosaceae","Cercocarpus","montanus","wo",NA,NA,NA,NA,"CEMO"
477,"Hairy mountain-mahogany","Rosaceae","Cercocarpus","montanus var. pauciden","wo",NA,NA,NA,NA,"CEMO"
478,"Birchleaf mountain-mahogany","Rosaceae","Cercocarpus","montanus var. glaber","wo",NA,NA,NA,NA,"CEMO"
479,"Littleleaf mountain-mahogany","Rosaceae","Cercocarpus","intricatus","wo",NA,NA,NA,NA,"CEIN"
491,"flowering dogwood","Cornaceae","Cornus","florida","mh",0.640000610351563,0.5,NA,316,"COFL"
492,"Pacific dogwood","Cornaceae","Cornus","nuttallii","mh",0.580000305175781,NA,NA,NA,"CONU"
500,"hawthorn","Rosaceae","Crataegus","spp.","mh",0.620000305175781,0.450000305175781,NA,316,"CRSP"
510,"Eucalyptus","Myrtaceae","Eucalyptus","spp.","mh",NA,NA,NA,NA,"EUSP"
511,"rose gum","Myrtaceae","Eucalyptus","grandis (Hawaii)","mh",NA,NA,NA,NA,"EUGR"
512,"swamp mahogany","Myrtaceae","Eucalyptus","robusta (Hawaii)","mh",NA,NA,NA,NA,"EURO"
513,"sydney blue eucalyptus","Myrtaceae","Eucalyptus","saligna (Hawaii)","mh",NA,NA,NA,NA,"EUSA"
514,"flat-topped yate","Myrtaceae","Eucalyptus","occidentalis","mh",NA,NA,NA,NA,"EUOC"
515,"Tasmanian blue gum","Myrtaceae","Eucalyptus","globulus (Hawaii)","mh",NA,NA,NA,NA,"EUGL"
516,"Timor mountain gum","Myrtaceae","Eucalyptus","urophylla (Hawaii)","mh",NA,NA,NA,NA,"EUUR"
521,"common persimmon","Ebenaceae","Diospyros","virginiana","mh",0.640000610351563,0.5,NA,316,"DIVI"
531,"American beech","Fagaceae","Fagus","grandifolia","mo",0.560000305175781,0.5,NA,531,"FAGR"
540,"ash","Oleaceae","Fraxinus","spp.","mh",0.510000305175781,0.650000610351563,28,541,"FRSP"
541,"white ash","Oleaceae","Fraxinus","americana","mh",0.550000305175781,0.3855,36,541,"FRAM"
542,"Oregon ash","Oleaceae","Fraxinus","latifolia","mh",0.5,NA,NA,NA,"FRLA"
543,"black ash","Oleaceae","Fraxinus","nigra","mh",0.450000305175781,0.390000305175781,NA,543,"FRNI"
544,"green ash","Oleaceae","Fraxinus","pennsylvanica","mh",0.530000305175781,0.407,33,541,"FRPE"
545,"pumpkin ash","Oleaceae","Fraxinus","profunda","mh",0.480000305175781,0.390000305175781,NA,541,"FRPR"
546,"blue ash","Oleaceae","Fraxinus","quadrangulata","mh",0.530000305175781,0.390000305175781,NA,541,"FRQU"
551,"waterlocust","Leguminosae","Gleditsia","aquatica","mh",0.600000305175781,0.5,NA,316,"GLAQ"
552,"honeylocust","Leguminosae","Gleditsia","triacanthos","mh",0.600000305175781,0.5,NA,316,"GLTR"
555,"loblolly-bay","Theaceae","Gordonia","lasianthus","mh",0.370000305175781,0.5,NA,951,"GOLA"
571,"Kentucky coffeetree","Leguminosae","Gymnocladus","dioicus","mh",0.5,0.5,NA,316,"GYDI"
580,"silverbell","Styracaceae","Halesia","spp.","mh",0.420000305175781,0.5,NA,NA,"HASP"
591,"American holly","Aquifoliaceae","Ilex","opaca","mh",0.5,0.5,NA,316,"ILOP"
600,"Walnut","Juglandaceae","Juglans","spp.","mh",0.510000305175781,NA,NA,NA,"JUSP"
601,"butternut","Juglandaceae","Juglans","cinerea","mh",0.360000305175781,0.5,NA,531,"JUCI"
602,"black walnut","Juglandaceae","Juglans","nigra","mh",0.510000305175781,0.5,NA,951,"JUNI"
606,"walnut","Juglandaceae","Juglans","regia (Himalayas)","mh",NA,NA,NA,NA,"JURE"
611,"sweetgum","Hamamelidaceae","Liquidambar","styraciflua","mh",0.460000305175781,0.3903,35,951,"LIST"
621,"yellow-poplar","Magnoliaceae","Liriodendron","tulipifera","mh",0.400000305175781,0.364,36,746,"LITU"
631,"Tanoak","Fagaceae","Lithocarpus","densiflorus","mh",NA,NA,NA,NA,"LIDE"
641,"Osage-orange","Moraceae","Maclura","pomifera","mh",0.760000610351563,0.450000305175781,NA,316,"MAPO"
650,"magnolia spp.","Magnoliaceae","Magnolia","spp.","mh",0.430000305175781,0.5,NA,951,"MASP"
651,"cucumbertree","Magnoliaceae","Magnolia","acuminata","mh",0.440000305175781,0.5,NA,951,"MAAC"
652,"southern magnolia","Magnoliaceae","Magnolia","grandiflora","mh",0.460000305175781,0.460000305175781,NA,951,"MAGR"
653,"sweetbay","Magnoliaceae","Magnolia","virginiana","mh",0.450000305175781,0.5,NA,951,"MAVI"
654,"bigleaf magnolia","Magnoliaceae","Magnolia","macrophylla","mh",0.450000305175781,0.450000305175781,NA,951,"MAMA"
660,"Apple","Rosaceae","Malus","spp.","mh",0.610000305175781,0.450000305175781,NA,316,"MASP"
680,"mulberry spp.","Moraceae","Morus","spp.","mh",0.590000305175781,0.5,NA,371,"MOSP"
681,"white mulberry","Moraceae","Morus","alba","mh",0.590000305175781,0.5,NA,371,"MOAL"
682,"red mulberry","Moraceae","Morus","rubra","mh",0.590000305175781,0.5,NA,316,"MORU"
691,"water tupelo","Nyssaceae","Nyssa","aquatica","mh",0.460000305175781,0.3483,33,951,"NYAQ"
692,"ogeechee tupelo","Nyssaceae","Nyssa","ogeche","mh",0.460000305175781,0.450000305175781,NA,316,"NYOG"
693,"blackgum","Nyssaceae","Nyssa","sylvatica","mh",0.460000305175781,0.4465,36,951,"NYSY"
694,"swamp tupelo","Nyssaceae","Nyssa","sylvatica var. biflora","mh",0.460000305175781,0.350000305175781,NA,951,"NYSY"
701,"eastern hophornbeam, ironwood","Betulaceae","Ostrya","virginiana","mh",0.630000305175781,0.450000305175781,NA,316,"OSVI"
711,"sourwood","Ericaceae","Oxydendrum","arboreum","mh",0.5,0.450000305175781,NA,316,"OXAR"
712,"Paulownia, Empress tree","Bignoniaceae","Paulownia","tomentosa","mh",0.380000305175781,0.5,NA,316,"PATO"
721,"redbay","Lauraceae","Persea","borbonia","mh",0.510000305175781,0.5,NA,371,"PEBO"
730,"California sycamore","Platanaceae","Platanus","racemosa","mh",0.360000305175781,NA,NA,NA,"PLRA"
731,"sycamore","Platanaceae","Platanus","occidentalis","mh",0.460000305175781,0.5177,34,531,"PLOC"
740,"cottonwood","Salicaceae","Populus","spp.","aa",0.370000305175781,0.452,NA,740,"POSP"
741,"balsam poplar","Salicaceae","Populus","balsamifera","aa",0.310000152587891,0.452,NA,740,"POBA"
742,"eastern cottonwood","Salicaceae","Populus","deltoides","aa",0.370000305175781,0.452,NA,740,"PODE"
743,"bigtooth aspen","Salicaceae","Populus","grandidentata","aa",0.360000305175781,0.452,NA,743,"POGR"
744,"swamp cottonwood","Salicaceae","Populus","heterophylla","aa",0.370000305175781,0.452,NA,740,"POHE"
745,"plains cottonwood","Salicaceae","Populus","sargentii","aa",0.370000305175781,0.452,NA,740,"POSA"
746,"quaking aspen","Salicaceae","Populus","tremuloides","aa",0.350000305175781,0.452,94,746,"POTR"
747,"Black cottonwood","Salicaceae","Populus","balsamifera sspp. Trichocar","aa",0.310000152587891,NA,NA,NA,"POBA"
748,"Fremont cottonwood","Salicaceae","Populus","fremontii","aa",NA,NA,NA,NA,"POFR"
752,"silver poplar","Salicaceae","Populus","alba","aa",0.370000305175781,0.452,NA,746,"POAL"
753,"Narrowleaf cottonwood","Salicaceae","Populus","angustifolia","aa",0.370000305175781,0.452,NA,740,"POAN"
760,"cherry, plum spp.","Rosaceae","Prunus","spp.","mh",0.470000305175781,0.450000305175781,NA,316,"PRSP"
761,"pin cherry","Rosaceae","Prunus","pensylvanica","mh",0.360000305175781,0.450000305175781,NA,316,"PRPE"
762,"black cherry","Rosaceae","Prunus","serotina","mh",0.470000305175781,0.592500305175781,145,375,"PRSE"
763,"chokecherry","Rosaceae","Prunus","virginiana","mh",0.360000305175781,0.450000305175781,NA,316,"PRVI"
764,"Bitter cherry","Rosaceae","Prunus","emarginata","wo",0.470000305175781,0.450000305175781,NA,316,"PREM"
764,"plums, cherries, except 762","Rosaceae","Prunus","spp.","mh",0.470000305175781,0.450000305175781,NA,316,"PRSP"
765,"Canada plum","Rosaceae","Prunus","nigra","mh",0.470000305175781,0.450000305175781,NA,316,"PRNI"
766,"wild plum","Rosaceae","Prunus","americana","mh",0.470000305175781,0.450000305175781,NA,740,"PRAM"
800,"Oak-deciduous (woodland species)","Fagaceae","Quercus","spp.","wo",NA,NA,NA,NA,"QUSP"
801,"California live oak","Fagaceae","Quercus","agrifolia","mo",NA,NA,NA,NA,"QUAG"
802,"white oak","Fagaceae","Quercus","alba","mo",0.600000305175781,0.513,36,802,"QUAL"
803,"Arizona white oak, Gray oak","Fagaceae","Quercus","arizonica, grisea","wo",NA,NA,NA,NA,"QUAR"
804,"swamp white oak","Fagaceae","Quercus","bicolor","mo",0.640000610351563,0.513,NA,802,"QUBI"
805,"Canyon live oak","Fagaceae","Quercus","chrysolepis","mo",0.700000610351562,NA,NA,NA,"QUCH"
806,"scarlet oak","Fagaceae","Quercus","coccinea","mo",0.600000305175781,0.6357,36,833,"QUCO"
807,"Blue oak","Fagaceae","Quercus","douglasii","mo",NA,NA,NA,NA,"QUDO"
808,"Durand oak","Fagaceae","Quercus","durandii","mo",0.600000305175781,0.513,NA,802,"QUDU"
