"SITE_ID","LOCATION_ELEV","LOCATION_LAT","LOCATION_LONG","Date","GROUP_ID","VARIABLE_GROUP","VARIABLE","DATAVALUE","NA_L1CODE","NA_L1NAME","NA_L2CODE","NA_L2NAME"
"US-ARb","424",35.5497,-98.0402,NA,24280,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24280,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24280,"GRP_BIOMASS_CHEM","BIOMASS_SPP","(All)","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24280,"GRP_BIOMASS_CHEM","BIOMASS_COMMENT","green at max LAI (Aug 2005)","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,6870,"GRP_LOCATION","LOCATION_LAT","35.5497","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,6870,"GRP_LOCATION","LOCATION_LONG","-98.0402","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,6870,"GRP_LOCATION","LOCATION_ELEV","424","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,6870,"GRP_LOCATION","LOCATION_COMMENT","Value confirmed by Marc Fischer by e-mail to Tom Boden on 12/24/2008","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24941,"GRP_SOIL_CHEM","SOIL_CHEM_PH_H2O","6.6","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24941,"GRP_SOIL_CHEM","SOIL_CHEM_BD","1.24","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24941,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","0","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24941,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","30.48","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24941,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","A","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24941,"GRP_SOIL_CHEM","SOIL_CHEM_COMMENT","Topsoil (A-Horizons) depth (cm) 0-10 /10-20 / 20-30 Bulk density g cm-3         1.06 / 1.31 / 1.35     1.238; A--0 to 12 inches; brown (7.5YR 4/2) silt loam, dark brown (7.5YR 3/2) moist; moderate fine granular structure; slightly hard, friable; many fine roots; moderately acid; gradual smooth boundary. (6 to 16 inches thick) http://ortho.ftw.nrcs.usda.gov/osd/dat/N/NORGE.html; inch = 2.54 cm","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,25067,"GRP_SOIL_CHEM","SOIL_CHEM_PH_H2O","6.6","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,25067,"GRP_SOIL_CHEM","SOIL_CHEM_BD","1.5","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,25067,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","0","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,25067,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","137.16","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,25067,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","B","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,25067,"GRP_SOIL_CHEM","SOIL_CHEM_COMMENT","30-75+ cm;   BA--12 to 18 inches; Bt1--18 to 36 inches;  Bt2--36 to 48 inches; Bt3--48 to 66 inches;","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,28811,"GRP_SOIL_CLASSIFICATION","SOIL_CLASSIFICATION","Norges silt loam: fine-silty, mixed, active, thermic Udic Paleustoll","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,28811,"GRP_SOIL_CLASSIFICATION","SOIL_CLASSIFICATION_TAXONOMY","Other","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24160,"GRP_SOIL_DEPTH","SOIL_DEPTH","167.64","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24160,"GRP_SOIL_DEPTH","SOIL_DEPTH_COMMENT","Diagnostic horizons and features recognized in this pedon are: Mollic epipedon - the zone from the surface of the soil to a depth of 18 inches (A horizon and BA horizon). Argillic horizon - the zone from 18 inches to a depth of 66 inches (Bt horizons). http://ortho.ftw.nrcs.usda.gov/osd/dat/N/NORGE.html; inch = 2.54 cm","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24295,"GRP_SOIL_DEPTH","SOIL_DEPTH","137.16","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24295,"GRP_SOIL_DEPTH","SOIL_DEPTH_COMMENT","30-75+ cm;   BA--12 to 18 inches; Bt1--18 to 36 inches;  Bt2--36 to 48 inches; Bt3--48 to 66 inches;","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24937,"GRP_SOIL_DEPTH","SOIL_DEPTH","30.48","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARb","424",35.5497,-98.0402,NA,24937,"GRP_SOIL_DEPTH","SOIL_DEPTH_COMMENT","A--0 to 12 inches; brown (7.5YR 4/2) silt loam, dark brown (7.5YR 3/2) moist; moderate fine granular structure; slightly hard, friable; many fine roots; moderately acid; gradual smooth boundary. (6 to 16 inches thick) http://ortho.ftw.nrcs.usda.gov/osd/dat/N/NORGE.html; inch = 2.54 cm","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,25048,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER","0.6","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,25048,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_ORGAN","Total","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,25048,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_PHEN","Mixed/unknown","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,25048,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_UNIT","kgDM m-2","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,25048,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_COMMENT","max green (Aug 2005)","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24154,"GRP_BIOMASS_CHEM","BIOMASS_N","0.09","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24154,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24154,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24154,"GRP_BIOMASS_CHEM","BIOMASS_SPP","(All)","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24154,"GRP_BIOMASS_CHEM","BIOMASS_COMMENT","green at max LAI (Aug 2005)","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,8582,"GRP_LOCATION","LOCATION_LAT","35.5465","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,8582,"GRP_LOCATION","LOCATION_LONG","-98.0400","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,8582,"GRP_LOCATION","LOCATION_ELEV","424","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,8582,"GRP_LOCATION","LOCATION_COMMENT","Value confirmed by Marc Fischer by e-mail to Tom Boden on 12/24/2008","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,23936,"GRP_SOIL_CHEM","SOIL_CHEM_C_ORG","60.65","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,23936,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","0","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,23936,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","30.48","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,23936,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","A","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,23936,"GRP_SOIL_CHEM","SOIL_CHEM_COMMENT","2005 preburn  Topsoil (A-Horizons)/ Organic carbon stock depth (cm) // kg m-2   0-10          2.81  10-20       1.76  20-30       1.51  6.08         2005 postburn Topsoil (A-Horizons) / Organic carbon stock  depth (cm) kg m-2  0-10  2.81  10-20  1.76  20-30  1.48 6.05; A--0 to 12 inches; brown (7.5YR 4/2) silt loam, dark brown (7.5YR 3/2) moist; moderate fine granular structure; slightly hard, friable; many fine roots; moderately acid; gradual smooth boundary. (6 to 16 inches thick) http://ortho.ftw.nrcs.usda.gov/osd/dat/N/NORGE.html; inch = 2.54 cm","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24415,"GRP_SOIL_CHEM","SOIL_CHEM_C_ORG","133.8","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24415,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","0","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24415,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","167.64","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24415,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","Total","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24415,"GRP_SOIL_CHEM","SOIL_CHEM_COMMENT","Diagnostic horizons and features recognized in this pedon are: Mollic epipedon - the zone from the surface of the soil to a depth of 18 inches (A horizon and BA horizon). Argillic horizon - the zone from 18 inches to a depth of 66 inches (Bt horizons). http://ortho.ftw.nrcs.usda.gov/osd/dat/N/NORGE.html; inch = 2.54 cm","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24435,"GRP_SOIL_CHEM","SOIL_CHEM_C_ORG","73.1","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24435,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","0","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24435,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","137.16","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24435,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","B","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24435,"GRP_SOIL_CHEM","SOIL_CHEM_COMMENT","2005 preburn Topsoil (A-Horizons)/depth (cm)/30-40/40-50/50-75/75+ Organic carbon stock/kg m-2/   1.33 /  1.41 / 2.69 /   1.88  Sum 7.30 2005 postburn Topsoil (A-Horizons)/depth (cm)/30-40/40-50/50-75/75+ Organic carbon stock/kg m-2    /1.35    / 1.26 / 2.73 / 1.98  Sum 7.32    ; 30-75+ cm;   BA--12 to 18 inches; Bt1--18 to 36 inches;  Bt2--36 to 48 inches; Bt3--48 to 66 inches; http://ortho.ftw.nrcs.usda.gov/osd/dat/N/NORGE.html;","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24677,"GRP_SOIL_CHEM","SOIL_CHEM_PH_H2O","6.3","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24677,"GRP_SOIL_CHEM","SOIL_CHEM_BD","1.3","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24677,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","0","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24677,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","137.16","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
"US-ARc","424",35.5465,-98.04,NA,24677,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","B","9","GREAT PLAINS","9.4","SOUTH CENTRAL SEMIARID PRAIRIES"
